Domain,Organization,Risk Level,Risk Score,Matched Keyword,Reasons
"veronicabet440.com","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"via4d-playnices30.click","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"via4d-playnices31.click","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"viplus-clinic0719.com","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"w1-oportunidadeunica.shop","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"xirz0-2xn3l-pnblngx.work","Punjab National Bank (PNB)","HIGH",55,"pnb","Contains homoglyph characters; Contains brand keyword: 'pnb'"
"xlsbi1.cfd","State Bank of India (SBI)","HIGH",55,"sbi","Contains homoglyph characters; Contains brand keyword: 'sbi'"
"xn----7sbe2ahkrxl3gsbi.xn--p1ai","State Bank of India (SBI)","HIGH",55,"sbi","Contains homoglyph characters; Contains brand keyword: 'sbi'"
"xn----7sbiehovmexfh1n7a.xn--p1ai","State Bank of India (SBI)","HIGH",55,"sbi","Contains homoglyph characters; Contains brand keyword: 'sbi'"
"xn----7sbobvdmuclcddjncf.xn--p1ai","Bank of Baroda (BoB)","HIGH",55,"bob","Contains homoglyph characters; Contains brand keyword: 'bob'"
"xn----8sbidf9bddbrk8e9c.xn--p1ai","State Bank of India (SBI)","HIGH",55,"sbi","Contains homoglyph characters; Contains brand keyword: 'sbi'"
"xn----8sbif0blod4a.xn--p1ai","State Bank of India (SBI)","HIGH",55,"sbi","Contains homoglyph characters; Contains brand keyword: 'sbi'"
"xn----e55et3ot8fbobmx4a5xdvybpmm3i1xizqjx0mwri6lai8q.kr","Bank of Baroda (BoB)","HIGH",55,"bob","Contains homoglyph characters; Contains brand keyword: 'bob'"
"xn--hq1bob88pfd73w0mb102b.org","Bank of Baroda (BoB)","HIGH",55,"bob","Contains homoglyph characters; Contains brand keyword: 'bob'"
"xn--minichri-g1a.com","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"xn--orjenaorganics-1lb.com","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"xnice-qz4m1-cdmtts.work","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"yibobet2122.com","Bank of Baroda (BoB)","HIGH",55,"bob","Contains homoglyph characters; Contains brand keyword: 'bob'"
"ymz90pnbltfql.shop","Punjab National Bank (PNB)","HIGH",55,"pnb","Contains homoglyph characters; Contains brand keyword: 'pnb'"
"z90nicy404.forum","National Informatics Centre (NIC)","HIGH",55,"nic","Contains homoglyph characters; Contains brand keyword: 'nic'"
"2hsbi5.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"2s6bob.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"36nice.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"3sbob4.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"3tsbik5.sbs","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.sbs); Contains brand keyword: 'sbi'"
"5g-unicorn.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"5vbobit.sbs","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.sbs); Contains brand keyword: 'bob'"
"6zdsbid.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"76lbob.xyz","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.xyz); Contains brand keyword: 'bob'"
"7btsbit.bond","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.bond); Contains brand keyword: 'sbi'"
"8bob37.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"93ctpnbtne.top","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.top); Contains brand keyword: 'pnb'"
"9xmoviesbiz.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"abcdentureclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"aboborapg.top","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.top); Contains brand keyword: 'bob'"
"abobwza.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"accesscommunication.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"aclsaxonical.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"acsbilgisayar.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"admitnqbobz.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"aegisbinary.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"aeternalongevityclinic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"aeternalongevityclinics.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"agentronic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"agnicid.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"agradebobcats.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"agrotecnicadonjose.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"aisupersonic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"ajbgpnb.sbs","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.sbs); Contains brand keyword: 'pnb'"
"ajr5i38iocl-zlp7.top","IOCL","HIGH",45,"iocl","Uses suspicious TLD (.top); Contains brand keyword: 'iocl'"
"akbobny.info","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.info); Contains brand keyword: 'bob'"
"akramiclinic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"aksbi.top","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.top); Contains brand keyword: 'sbi'"
"almbrmjwnwnforelectronic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"alnajafelectronics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"alphatonic-maxstore.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"alphatonic-maxstore.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"aluxmechanical.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"amirkusbiyov.sbs","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.sbs); Contains brand keyword: 'sbi'"
"ampjpsonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"amplisellomnichannel.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"anicare.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"anicdnv2.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"aniceji.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"anicetorestobar.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"animonics.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"antistressclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"apexmechanicalservices.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"api-clinic.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"apnaprasadelectronics.top","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.top); Contains brand keyword: 'nic'"
"apnbdol.bond","Punjab National Bank (PNB)","HIGH",45,"pnb","Uses suspicious TLD (.bond); Contains brand keyword: 'pnb'"
"appleclinicservice.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"appleclinicservice.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"aquaponicsabc.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"arafuracalisthenics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"arconic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"arevelloclinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"arsenichub.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"artbyunic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"aspencustomelectronics.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"aspencustomelectronics.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"assistenzatecnica.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"atendimentosbiovita.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"atividadesbiblicas.site","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.site); Contains brand keyword: 'sbi'"
"atlasbienesraices.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"auroraphilharmonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ausbiomed.online","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.online); Contains brand keyword: 'sbi'"
"auselectronica.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"australianmechanical.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"australianmechanical.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"autoelectronicjd.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"av-teltower-knicklichter.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"avionics-xurta.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"avk-clinic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"avvocatovalentinadiveronica.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ayetechnic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"ayetechnic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"babushkabobra.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"badassbigwavebitches.info","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.info); Contains brand keyword: 'sbi'"
"bagsbeaniesbikinis.biz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.biz); Contains brand keyword: 'sbi'"
"balatsarnic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"ballbob.online","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.online); Contains brand keyword: 'bob'"
"basecamelectronic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"baseinicial.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"bayesonic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"bbobhmy.sbs","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.sbs); Contains brand keyword: 'bob'"
"bctgjsnicguvgmoq.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"bdnich.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"beauty-boss-training-clinic.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"bemvindoiniciar.site","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.site); Contains brand keyword: 'nic'"
"benice.info","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.info); Contains brand keyword: 'nic'"
"bestchronicles5.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"beyzayeniceri.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"beyzayeniceri.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"bezdelnichasms.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"bgboxesbind52.sbs","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.sbs); Contains brand keyword: 'sbi'"
"bionicbug.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"biqnicp.bond","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.bond); Contains brand keyword: 'nic'"
"bivonic.online","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.online); Contains brand keyword: 'nic'"
"blppbob.bond","Bank of Baroda (BoB)","HIGH",45,"bob","Uses suspicious TLD (.bond); Contains brand keyword: 'bob'"
"bnoclinic.xyz","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.xyz); Contains brand keyword: 'nic'"
"bnsbit.xyz","State Bank of India (SBI)","HIGH",45,"sbi","Uses suspicious TLD (.xyz); Contains brand keyword: 'sbi'"
"boatingsectionstelecommunications35.sbs","National Informatics Centre (NIC)","HIGH",45,"nic","Uses suspicious TLD (.sbs); Contains brand keyword: 'nic'"
